r,r_dB,eta,M,gamma,sigma,var_exact,rate_per_mode,shots_resolve,fit_slope,fit_R2
0.5,4.343,0.5,8,0.7310585786300049,1.0,0.0004368153518883092,0.9620125347384946,0.3931338166994782,-0.9483093426296291,0.999630463462085
0.5,4.343,0.5,16,0.7310585786300049,1.0,2.0634183548842455e-07,0.9620125347384946,0.00018570765193958206,-0.9483093426296291,0.999630463462085
0.5,4.343,0.5,32,0.7310585786300049,1.0,4.2707431402425177e-14,0.9620125347384946,3.843668826218265e-11,-0.9483093426296291,0.999630463462085
0.5,4.343,0.5,50,0.7310585786300049,1.0,1.2887338366100186e-21,0.9620125347384946,1.1598604529490166e-18,-0.9483093426296291,0.999630463462085
0.5,4.343,0.3,1,0.3702040836762051,1.0,0.09932222641719063,0.6883281152765377,89.39000377547156,-0.6652185337269109,0.9985989692253056
0.5,4.343,0.3,2,0.3702040836762051,1.0,0.08993711720417341,0.6883281152765377,80.94340548375605,-0.6652185337269109,0.9985989692253056
0.5,4.343,0.3,4,0.3702040836762051,1.0,0.0373153817614747,0.6883281152765377,33.58384358532722,-0.6652185337269109,0.9985989692253056
0.5,4.343,0.3,8,0.3702040836762051,1.0,0.0033627698193832243,0.6883281152765377,3.026492837444901,-0.6652185337269109,0.9985989692253056
0.5,4.343,0.3,16,0.3702040836762051,1.0,1.5996033373759923e-05,0.6883281152765377,0.014396430036383927,-0.6652185337269109,0.9985989692253056
0.5,4.343,0.3,32,0.3702040836762051,1.0,2.714158562656527e-10,0.6883281152765377,2.4427427063908735e-07,-0.6652185337269109,0.9985989692253056
0.5,4.343,0.3,50,0.3702040836762051,1.0,1.1301542689487242e-15,0.6883281152765377,1.0171388420538516e-12,-0.6652185337269109,0.9985989692253056
0.5,4.343,0.1,1,0.10674774438332771,1.0,0.03364937743033247,0.3086678670612615,30.28443968729922,-0.2575133460400527,0.983485144969583
0.5,4.343,0.1,2,0.10674774438332771,1.0,0.04829358429588271,0.3086678670612615,43.46422586629443,-0.2575133460400527,0.983485144969583
0.5,4.343,0.1,4,0.10674774438332771,1.0,0.049764875714397,0.3086678670612615,44.788388142957295,-0.2575133460400527,0.983485144969583
0.5,4.343,0.1,8,0.10674774438332771,1.0,0.026479680226744545,0.3086678670612615,23.831712204070087,-0.2575133460400527,0.983485144969583
0.5,4.343,0.1,16,0.10674774438332771,1.0,0.003781330894498929,0.3086678670612615,3.403197805049036,-0.2575133460400527,0.983485144969583
0.5,4.343,0.1,32,0.10674774438332771,1.0,3.9880495665018935e-05,0.3086678670612615,0.035892446098517036,-0.2575133460400527,0.983485144969583
0.5,4.343,0.1,50,0.10674774438332771,1.0,1.7931003801929347e-07,0.3086678670612615,0.0001613790342173641,-0.2575133460400527,0.983485144969583
0.7,6.08,1.0,1,4.0551999668446745,1.0,0.11485516777507174,1.7549003130151553,103.36965099756455,-1.7509583063369558,0.9999826975934109
0.7,6.08,1.0,2,4.0551999668446745,1.0,0.026530830704145306,1.7549003130151553,23.87774763373077,-1.7509583063369558,0.9999826975934109
0.7,6.08,1.0,4,4.0551999668446745,1.0,0.0008828112875524488,1.7549003130151553,0.7945301587972038,-1.7509583063369558,0.9999826975934109
0.7,6.08,1.0,8,4.0551999668446745,1.0,7.99432111865746e-07,1.7549003130151553,0.0007194889006791712,-1.7509583063369558,0.9999826975934109
0.7,6.08,1.0,16,4.0551999668446745,1.0,6.392984226872517e-13,1.7549003130151553,5.753685804185264e-10,-1.7509583063369558,0.9999826975934109
0.7,6.08,1.0,32,4.0551999668446745,1.0,4.087024946241475e-25,1.7549003130151553,3.6783224516173273e-22,-1.7509583063369558,0.9999826975934109
0.7,6.08,1.0,50,4.0551999668446745,1.0,7.813109093644784e-39,1.7549003130151553,7.031798184280304e-36,-1.7509583063369558,0.9999826975934109
0.7,6.08,0.9,1,2.795575693538996,1.0,0.12479479245388378,1.575611146924522,112.31531320849537,-1.5705217162774507,0.9999677957160426
0.7,6.08,0.9,2,2.795575693538996,1.0,0.036061622484854686,1.575611146924522,32.45546023636921,-1.5705217162774507,0.9999677957160426
0.7,6.08,0.9,4,2.795575693538996,1.0,0.0017864184715615464,1.575611146924522,1.6077766244053913,-1.5705217162774507,0.9999677957160426
0.7,6.08,0.9,8,2.795575693538996,1.0,3.3535076845909453e-06,1.575611146924522,0.00301815691613185,-1.5705217162774507,0.9999677957160426
0.7,6.08,0.9,16,2.795575693538996,1.0,1.1259839715361576e-11,1.575611146924522,1.0133855743825415e-08,-1.5705217162774507,0.9999677957160426
0.7,6.08,0.9,32,2.795575693538996,1.0,1.2678408611123583e-22,1.575611146924522,1.1410567750011223e-19,-1.5705217162774507,0.9999677957160426
0.7,6.08,0.9,50,2.795575693538996,1.0,6.109964167289068e-35,1.575611146924522,5.498967750560161e-32,-1.5705217162774507,0.9999677957160426
0.7,6.08,0.7,1,1.4811119878966985,1.0,0.13456031697007556,1.2766289428588558,121.10428527306797,-1.2685932994603337,0.9999015853412632
0.7,6.08,0.7,2,1.4811119878966985,1.0,0.05697176257938084,1.2766289428588558,51.27458632144274,-1.2685932994603337,0.9999015853412632
0.7,6.08,0.7,4,1.4811119878966985,1.0,0.005622180622517212,1.2766289428588558,5.05996256026549,-1.2685932994603337,0.9999015853412632
0.7,6.08,0.7,8,1.4811119878966985,1.0,3.649987560380355e-05,1.2766289428588558,0.03284988804342319,-1.2685932994603337,0.9999015853412632
0.7,6.08,0.7,16,1.4811119878966985,1.0,1.3460523965364623e-09,1.2766289428588558,1.2114471568828158e-06,-1.2685932994603337,0.9999015853412632
